CONCEPT	DOCULECT	IPA	ID
tongue (organ)	Old_English	ˈtuŋɡe	219
fingernail	Old_Norse	naɣl	220
fingernail	Old_High_German	naːɡəl	221
fingernail	Old_English	næjl̩	222
foot	Old_Norse	foːtr	223
foot	Old_High_German	fuoz	224
foot	Old_English	foːt	225
leg	Old_Norse	leɡːr	226
leg	Old_High_German	baɪn	227
leg	Old_English	ˈʃɒŋkɑ	228
knee	Old_Norse	kneː	229
knee	Old_High_German	kniː	230
knee	Old_English	kneːo̯w	231
hand	Old_Norse	hɔnd	232
hand	Old_High_German	hant	233
hand	Old_English	hɒnd	234
wing	Old_Norse	vɛnɣr	235
wing	Old_High_German	feːdərax	236
wing	Old_English	ˈfiðre	237
guts	Old_Norse	inːyfli	238
guts	Old_High_German	darm	239
guts	Old_English	ˈθæɑ̯rˠmɑs	240
neck	Old_Norse	hals	241
neck	Old_High_German	hals	242
neck	Old_English	ˈsweːo̯rɑ	243
back	Old_Norse	bak	244
back	Old_High_German	bax	245
back	Old_English	hr̥ydd͡ʒ	246
heart	Old_Norse	ˈɣjarta	247
heart	Old_High_German	hɛrt͡sə	248
heart	Old_English	ˈheo̯rˠte	249
liver	Old_Norse	lifr	250
liver	Old_High_German	leːbarə	251
liver	Old_English	ˈliver	252
to drink	Old_Norse	ˈdrekːa	253
to drink	Old_High_German	triŋka	254
to drink	Old_English	ˈdriŋkɑ	255
to eat	Old_Norse	ˈeta	256
to eat	Old_High_German	ɛt͡sa	257
to eat	Old_English	ˈetɑ	258
to bite	Old_Norse	ˈbiːta	259
to bite	Old_High_German	biːsa	260
to bite	Old_English	ˈbiːtɑ	261
to spit	Old_Norse	ˈspyːja	262
to spit	Old_High_German	spiːwa	263
to spit	Old_English	ˈspæːtɑ	264
to vomit	Old_Norse	ˈspyːja	265
to vomit	Old_High_German	spiːwa	266
to vomit	Old_English	ˈspiːwɑ	267
to see	Old_Norse	ˈseːa	268
to see	Old_High_German	seːə	269
to see	Old_English	jeˈseːo̯	270
to hear	Old_Norse	ˈhɛyra	271
to hear	Old_High_German	hoːrə	272
to hear	Old_English	jeˈhiːy̯rɑ	273
to know	Old_Norse	ˈviːta	274
to know	Old_High_German	kenːa	275
to know	Old_English	ˈkunːɑ	276
to think	Old_Norse	ˈθɛkja	277
to think	Old_High_German	denkə	278
to think	Old_English	ˈθent͡ʃɑ	279
to smell	Old_Norse	ˈθɛva	280
to smell	Old_High_German	rioxːa	281
to smell	Old_English	ˈstiŋkɑ	282
to fear	Old_Norse	ˈuɡːa	283
to fear	Old_High_German	furixta	284
to fear	Old_English	ondˈræːdɑ	285
to sleep	Old_Norse	ˈsova	286
to sleep	Old_High_German	slaːfən	287
to sleep	Old_English	ˈslæːpɑ	288
to live	Old_Norse	ˈlifa	289
to live	Old_High_German	lebeː	290
to live	Old_English	ˈlibːɑ	291
to die	Old_Norse	ˈdɛyja	292
to die	Old_High_German	stɛrbə	293
to die	Old_English	ˈsweltɑ	294
to kill	Old_Norse	ˈdrepa	295
to kill	Old_High_German	toːdə	296
to kill	Old_English	ˈkwelːɑ	297
to hunt	Old_Norse	ˈbak	298
to hunt	Old_High_German	jaːɡə	299
to hunt	Old_English	ˈhuntiɑ	300
to stab	Old_Norse	ˈstinɣa	301
to stab	Old_High_German	stɛxːə	302
to stab	Old_English	ˈstiŋɡɑ	303
to scratch	Old_Norse	klaː	304
to scratch	Old_High_German	krat͡soː	305
to scratch	Old_English	ˈklɑwiɑ	306
to dig	Old_Norse	ˈɡrava	307
to dig	Old_High_German	ɡraba	308
to dig	Old_English	ˈdelvɑ	309
to swim	Old_Norse	ˈsvima	310
to swim	Old_High_German	swimːma	311
to swim	Old_English	ˈswimːɑ	312
to walk	Old_Norse	ˈɡanɣa	313
to walk	Old_High_German	ɡaː	314
to walk	Old_English	ɣɑː	315
to come	Old_Norse	ˈkoma	316
to come	Old_High_German	kwema	317
to come	Old_English	ˈkumɑ	318
to lie (as in a bed)	Old_Norse	ˈliɡːja	319
to lie (as in a bed)	Old_High_German	liɡa	320
to lie (as in a bed)	Old_English	ˈlidd͡ʒɑ	321
to sit	Old_Norse	ˈsitja	322
to sit	Old_High_German	sit͡sːə	323
to sit	Old_English	ˈsitːɑ	324
to stand	Old_Norse	ˈstanda	325
to stand	Old_High_German	staː	326
to stand	Old_English	ˈstɒndɑ	327
to turn (intransitive)	Old_Norse	ˈsnuːask	328
to turn (intransitive)	Old_High_German	draːə	329
to turn (intransitive)	Old_English	ˈwendɑ	330
to give	Old_Norse	ˈɡeva	331
to give	Old_High_German	ɡeba	332
to give	Old_English	ˈsellɑ	333
to hold	Old_Norse	ˈhalda	334
to hold	Old_High_German	haltə	335
to hold	Old_English	ˈhæɑ̯ɫdɑ	336
to rub	Old_Norse	ˈɡnuːa	337
to rub	Old_High_German	riːba	338
to rub	Old_English	ˈɣniːdɑ	339
to wash	Old_Norse	ˈvaska	340
to wash	Old_High_German	waska	341
to wash	Old_English	ˈwɑskɑ	342
to wipe	Old_Norse	ˈθurka	343
to wipe	Old_High_German	wiskə	344
to wipe	Old_English	ˈwiːpiɑ	345
to pull	Old_Norse	ˈdraɣa	346
to pull	Old_High_German	t͡sioha	347
to pull	Old_English	ˈteːo̯	348
to push	Old_Norse	ˈɣrinda	349
to push	Old_High_German	skiopa	350
to push	Old_English	ˈʃuːvɑ	351
to throw	Old_Norse	ˈkasta	352
to throw	Old_High_German	wɛrfə	353
to throw	Old_English	ˈweo̯rˠpɑ	354
to tie	Old_Norse	ˈbinda	355
to tie	Old_High_German	binta	356
to tie	Old_English	ˈtiːy̯jɑ	357
to sew	Old_Norse	ˈsauma	358
to sew	Old_High_German	naːjə	359
to sew	Old_English	ˈsiːy̯wiɑ	360
to count	Old_Norse	ˈtelja	361
to count	Old_High_German	t͡selːə	362
to count	Old_English	ˈtelːɑ	363
to say	Old_Norse	ˈseɣja	364
to say	Old_High_German	saɡeː	365
to say	Old_English	ˈsedd͡ʒɑ	366
to sing	Old_Norse	ˈsynɣva	367
to sing	Old_High_German	siŋɡa	368
to sing	Old_English	ˈsiŋɡɑ	369
to play	Old_Norse	ˈlɛika	370
to play	Old_High_German	spiloː	371
to play	Old_English	ˈpleɣiɑ	372
to float	Old_Norse	ˈfljoːta	373
to float	Old_High_German	swɛbeː	374
to float	Old_English	ˈfleːo̯tɑ	375
to flow	Old_Norse	ˈstrɛyma	376
to flow	Old_High_German	fliot͡sa	377
to flow	Old_English	ˈfloːwɑ	378
to freeze	Old_Norse	ˈfrjoːsa	379
to freeze	Old_High_German	friosa	380
to freeze	Old_English	ˈfreːo̯zɑ	381
to swell	Old_Norse	ˈsvelːa	382
to swell	Old_High_German	swelːa	383
to swell	Old_English	ˈswelːɑ	384
sun	Old_Norse	soːl	385
sun	Old_High_German	sonə	386
sun	Old_English	ˈsunːe	387
moon	Old_Norse	tunɣl	388
moon	Old_High_German	maːno	389
moon	Old_English	ˈmoːnɑ	390
star	Old_Norse	ˈstjarna	391
star	Old_High_German	stɛrno	392
star	Old_English	ˈsteo̯rˠrˠɑ	393
water	Old_Norse	vatn	394
water	Old_High_German	wasːar	395
water	Old_English	ˈwæter	396
rain	Old_Norse	reɣn	397
rain	Old_High_German	reɡan	398
rain	Old_English	ˈrejn̩	399
river	Old_Norse	aː	400
river	Old_High_German	fluot	401
river	Old_English	æːɑ̯	402
lake	Old_Norse	vatn	403
lake	Old_High_German	laxa	404
lake	Old_English	ˈmere	405
sea	Old_Norse	hav	406
sea	Old_High_German	seːo	407
sea	Old_English	sæː	408
salt	Old_Norse	salt	409
salt	Old_High_German	salt͡s	410
salt	Old_English	sæɑ̯ɫt	411
stone	Old_Norse	stɛinː	412
stone	Old_High_German	staɪn	413
stone	Old_English	stɑːn	414
sand	Old_Norse	sandr	415
sand	Old_High_German	sant	416
sand	Old_English	sɒnd	417
dust	Old_Norse	ˈdust	418
dust	Old_High_German	stuːp	419
dust	Old_English	dust	420
earth	Old_Norse	jɔrð	421
earth	Old_High_German	erda	422
earth	Old_English	eo̯rˠðe	423
cloud	Old_Norse	skyː	424
cloud	Old_High_German	wolkan	425
cloud	Old_English	ˈwoɫkn̩	426
fog	Old_Norse	ˈθoka	427
fog	Old_High_German	nebul	428
fog	Old_English	mist	429
sky	Old_Norse	ˈhiminː	430
sky	Old_High_German	himil	431
sky	Old_English	ˈheo̯von	432
snow	Old_Norse	snjoːr	433
snow	Old_High_German	sneːo	434
snow	Old_English	snɑːw	435
ice	Old_Norse	iːsː	436
ice	Old_High_German	iːs	437
ice	Old_English	iːs	438
smoke	Old_Norse	rɛykr	439
smoke	Old_High_German	rouh	440
smoke	Old_English	smiːy̯t͡ʃ	441
fire	Old_Norse	eldr	442
fire	Old_High_German	fiur	443
fire	Old_English	fyːr	444
ash	Old_Norse	ˈaska	445
ash	Old_High_German	aska	446
ash	Old_English	ˈæʃːe	447
to burn	Old_Norse	ˈbrenːa	448
to burn	Old_High_German	brinːa	449
to burn	Old_English	ˈbirˠnɑ	450
road	Old_Norse	veɡr	451
road	Old_High_German	weɡ	452
road	Old_English	wej	453
mountain	Old_Norse	fjalː	454
mountain	Old_High_German	berɡ	455
mountain	Old_English	beo̯rˠɣ	456
red	Old_Norse	rauðr	457
red	Old_High_German	roːt	458
red	Old_English	ræːɑ̯d	459
green	Old_Norse	ɡrøːnː	460
green	Old_High_German	ɡruoni	461
green	Old_English	ˈɣreːne	462
yellow	Old_Norse	ɡulr	463
yellow	Old_High_German	ɡelo	464
yellow	Old_English	ˈjeo̯ɫu	465
white	Old_Norse	ɣviːtr	466
white	Old_High_German	wiːs	467
white	Old_English	ʍiːt	468
black	Old_Norse	svartr	469
black	Old_High_German	swart͡s	470
black	Old_English	swæɑ̯rˠt	471
night	Old_Norse	noːtː	472
night	Old_High_German	naxt	473
night	Old_English	niçt	474
day	Old_Norse	daɣr	475
day	Old_High_German	taɡ	476
day	Old_English	dæj	477
year	Old_Norse	aːr	478
year	Old_High_German	jaːr	479
year	Old_English	jæːɑ̯r	480
warm	Old_Norse	ɣlyːr	481
warm	Old_High_German	warm	482
warm	Old_English	wæɑ̯rˠm	483
cold	Old_Norse	kaldr	484
cold	Old_High_German	kalt	485
cold	Old_English	t͡ʃæɑ̯ɫd	486
full	Old_Norse	fulːr	487
full	Old_High_German	folː	488
full	Old_English	fuɫː	489
new	Old_Norse	nyːr	490
new	Old_High_German	niuwi	491
new	Old_English	ˈniːy̯we	492
old	Old_Norse	ˈɡamalː	493
old	Old_High_German	alt	494
old	Old_English	æɑ̯ɫd	495
good	Old_Norse	ɡoːðr	496
good	Old_High_German	ɡuot	497
good	Old_English	ɣoːd	498
straight	Old_Norse	bɛinː	499
straight	Old_High_German	strak	500
straight	Old_English	riçt	501
round	Old_Norse	ˈkrinɣˌloːtːr	502
round	Old_High_German	kraɪziɡ	503
round	Old_English	ˈsinewæɑ̯ɫt	504
sharp (as a knife)	Old_Norse	skarpr	505
sharp (as a knife)	Old_High_German	skarf	506
sharp (as a knife)	Old_English	ʃæɑ̯rˠp	507
dull (as a knife)	Old_Norse	sljoːr	508
dull (as a knife)	Old_High_German	sleːo	509
dull (as a knife)	Old_English	stump	510
smooth	Old_Norse	sleːtːr	511
smooth	Old_High_German	ɡlat	512
smooth	Old_English	ˈsmeːðe	513
wet	Old_Norse	vaːtr	514
wet	Old_High_German	nas	515
wet	Old_English	wæːt	516
dry	Old_Norse	θurː	517
dry	Old_High_German	trukːan	518
dry	Old_English	ˈdryːje	519
correct	Old_Norse	reːtːr	520
correct	Old_High_German	rext	521
correct	Old_English	riçt	522
near	Old_Norse	nɛr	523
near	Old_High_German	naːh	524
near	Old_English	næːɑ̯x	525
far	Old_Norse	ˈfjarːi	526
far	Old_High_German	ferːana	527
far	Old_English	feo̯rˠː	528
right	Old_Norse	ˈhøːɡri	529
right	Old_High_German	rext	530
right	Old_English	ˈswiːðrɑ	531
left	Old_Norse	ˈvinstri	532
left	Old_High_German	liŋk	533
left	Old_English	ˈwinestrɑ	534
at	Old_Norse	við	535
at	Old_High_German	as	536
at	Old_English	æt	537
in	Old_Norse	iː	538
in	Old_High_German	in	539
in	Old_English	on	540
with	Old_Norse	með	541
with	Old_High_German	miti	542
with	Old_English	mid	543
and	Old_Norse	ɔk	544
and	Old_High_German	unti	545
and	Old_English	ɒnd	546
if	Old_Norse	ef	547
if	Old_High_German	ibu	548
if	Old_English	jif	549
because	Old_Norse	at	550
because	Old_High_German	wanta	551
because	Old_English	for	552
name	Old_Norse	nafn	553
name	Old_High_German	namo	554
name	Old_English	ˈnɒmɑ	555
