ID	DOCULECT	CONCEPT	IPA
78	MOPAN	we	innoʔon
79	MAYA_YUCATAN	we	oʔon
80	HUASTEC	this	aʃeʔ
81	TOJOLABAL	this	iti
82	CHUJ	this	xun_tik
83	JACALTEC	this	tiʔ
84	QANJOBAL_SANTA_EULALIA	this	xunti
85	ACATECO_SAN_MIGUEL_ACATAN	this	huntiʔ
86	IXIL_CHAJUL	this	uwaʔ
87	AGUACATEC	this	eʔx
88	TECO_TECTITAN	this	axa_nt͡sani
89	MAM_NORTHERN	this	luʔ
90	SIPAKAPENSE	this	waʔ
91	SACAPULTECO_SACAPULAS_CENTRO	this	riʔ
92	CENTRAL_QUICHE	this	we_riʔ
93	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	this	reʔ
94	TZUTUJIL_SAN_JUAN_LA_LAGUNA	this	xawariʔ
95	POQOMCHI_WESTERN	this	reʔwili
96	POCOMAM_EASTERN	this	rijuʔ
97	USPANTEKO	this	ri
98	EASTERN_KEKCHI_CAHABON	this	haʔin
99	ZINACANTAN_TZOTZIL	this	liʔ
100	TZELTAL_BACHAJON	this	haʔ_ini
101	CHOL_TUMBALA	this	hini
102	CHONTAL_TABASCO	this	hindi
103	CHORTI	this	ira
104	ITZAJ	this	ahelah
105	MOPAN	this	leʔek_adʼaʔa
106	MAYA_YUCATAN	this	lelaʔ
107	LACANDON	this	teʔraʔ
108	HUASTEC	that	niʃeʔ
109	TOJOLABAL	that	tan
110	CHUJ	that	xun_t͡ʃa
111	JACALTEC	that	tuʔ
112	QANJOBAL_SANTA_EULALIA	that	xuntu
113	ACATECO_SAN_MIGUEL_ACATAN	that	huʔuntuʔ
114	IXIL_CHAJUL	that	uwaʔe
115	AGUACATEC	that	at͡s
116	TECO_TECTITAN	that	axnini
117	MAM_NORTHERN	that	t͡ʃiʃ
118	SIPAKAPENSE	that	laʔ
119	SACAPULTECO_SACAPULAS_CENTRO	that	laʔ
120	CENTRAL_QUICHE	that	leʔ
121	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	that	laʔ
122	TZUTUJIL_SAN_JUAN_LA_LAGUNA	that	xaʔ
123	POQOMCHI_WESTERN	that	reʔreʔreʔ
124	POCOMAM_EASTERN	that	rereʔ
125	USPANTEKO	that	re
126	EASTERN_KEKCHI_CAHABON	that	haʔan
127	ZINACANTAN_TZOTZIL	that	ti
128	TZELTAL_BACHAJON	that	haʔ_me_ine
129	CHOL_TUMBALA	that	iʃiji
130	CHONTAL_TABASCO	that	hini
131	CHORTI	that	jaxaʔ
132	ITZAJ	that	aheloh
133	MOPAN	that	leʔek
134	MAYA_YUCATAN	that	leloʔ
135	LACANDON	that	rah
136	HUASTEC	who	hitaʔ
137	TOJOLABAL	who	mat͡ʃʔ
138	CHUJ	who	mat͡ʃ
139	JACALTEC	who	mak
140	QANJOBAL_SANTA_EULALIA	who	makcel
141	ACATECO_SAN_MIGUEL_ACATAN	who	maʃcekel
142	IXIL_CHAJUL	who	xal
143	AGUACATEC	who	naʔx
144	TECO_TECTITAN	who	abʼl
145	MAM_NORTHERN	who	alkʲe
146	SIPAKAPENSE	who	t͡ʃinaq
147	SACAPULTECO_SACAPULAS_CENTRO	who	na
148	CENTRAL_QUICHE	who	xat͡ʃin
149	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	who	at͡ʃike
150	TZUTUJIL_SAN_JUAN_LA_LAGUNA	who	naq_kʼariʔ
151	POQOMCHI_WESTERN	who	hanwat͡ʃ
152	POCOMAM_EASTERN	who	haʔ_wat͡ʃ
153	USPANTEKO	who	nen
154	EASTERN_KEKCHI_CAHABON	who	anih
155	ZINACANTAN_TZOTZIL	who	but͡ʃʼu
156	TZELTAL_BACHAJON	who	mat͡ʃʼa
157	CHOL_TUMBALA	who	maki
158	CHONTAL_TABASCO	who	mat͡ʃka
159	CHORTI	who	t͡ʃi
160	ITZAJ	who	maʃ
161	MOPAN	who	maki
162	MAYA_YUCATAN	who	maʃ
163	LACANDON	who	mak
164	HUASTEC	what	hantʼo
165	TOJOLABAL	what	xas
166	CHUJ	what	tas
167	JACALTEC	what	t͡set
168	QANJOBAL_SANTA_EULALIA	what	t͡set_jetal
169	ACATECO_SAN_MIGUEL_ACATAN	what	cetal
170	IXIL_CHAJUL	what	kame
171	AGUACATEC	what	mbʼi
172	TECO_TECTITAN	what	tidiʔ
173	MAM_NORTHERN	what	ti
174	SIPAKAPENSE	what	t͡ʃe
175	SACAPULTECO_SACAPULAS_CENTRO	what	t͡ʃe
176	CENTRAL_QUICHE	what	xas
177	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	what	at͡ʃike
178	TZUTUJIL_SAN_JUAN_LA_LAGUNA	what	naq
179	POQOMCHI_WESTERN	what	t͡ʃaxbʼi
180	POCOMAM_EASTERN	what	hilaʔ
181	USPANTEKO	what	nen
182	EASTERN_KEKCHI_CAHABON	what	kʼaruh
183	ZINACANTAN_TZOTZIL	what	kʼu
184	TZELTAL_BACHAJON	what	bin_a
185	CHOL_TUMBALA	what	t͡ʃuki
186	CHONTAL_TABASCO	what	kʷaʔ
187	CHORTI	what	tukʼa
188	ITZAJ	what	baʔaʃ
189	MOPAN	what	kʼuʔi
190	MAYA_YUCATAN	what	bʼaʔaʃ
191	LACANDON	what	baʔ
192	HUASTEC	not	iba
193	TOJOLABAL	not	mi
194	CHUJ	not	ma
195	MOCHO	not	moʔ
196	JACALTEC	not	mat
197	QANJOBAL_SANTA_EULALIA	not	man
198	ACATECO_SAN_MIGUEL_ACATAN	not	man
199	IXIL_CHAJUL	not	jeʔ
200	AGUACATEC	not	kil
201	TECO_TECTITAN	not	ⁿʲac
202	MAM_NORTHERN	not	mi
203	SIPAKAPENSE	not	qa
204	SACAPULTECO_SACAPULAS_CENTRO	not	tax
205	CENTRAL_QUICHE	not	man_tax
206	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	not	manta
207	TZUTUJIL_SAN_JUAN_LA_LAGUNA	not	mata
208	POQOMCHI_WESTERN	not	maʔ
209	POCOMAM_EASTERN	not	ma
210	USPANTEKO	not	ma
211	EASTERN_KEKCHI_CAHABON	not	ma
212	ZINACANTAN_TZOTZIL	not	mu
213	TZELTAL_BACHAJON	not	maʔuk
214	CHOL_TUMBALA	not	maʔan
215	CHONTAL_TABASCO	not	mat͡ʃ
216	CHORTI	not	maʔt͡ʃi
217	ITZAJ	not	ma
218	MOPAN	not	maʔ
219	MAYA_YUCATAN	not	maʔ
220	LACANDON	not	mənaʔ
221	HUASTEC	all	talaʔ
222	TOJOLABAL	all	spet͡sanil
223	CHUJ	all	smasnil
224	MOCHO	all	hunaŋ
225	JACALTEC	all	sunil
226	QANJOBAL_SANTA_EULALIA	all	masanil
227	ACATECO_SAN_MIGUEL_ACATAN	all	smasanil
228	IXIL_CHAJUL	all	kaqajil
229	AGUACATEC	all	tirkun
230	TECO_TECTITAN	all	tkʲaqil
231	MAM_NORTHERN	all	kʲkʲaqil
232	SIPAKAPENSE	all	nxel
233	SACAPULTECO_SACAPULAS_CENTRO	all	ranaxel
234	CENTRAL_QUICHE	all	konoxel
235	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	all	noxel
236	TZUTUJIL_SAN_JUAN_LA_LAGUNA	all	ronoxel
237	POQOMCHI_WESTERN	all	t͡ʃint͡ʃel
238	POCOMAM_EASTERN	all	intier
239	USPANTEKO	all	ronoxel
240	EASTERN_KEKCHI_CAHABON	all	t͡ʃixunil
241	ZINACANTAN_TZOTZIL	all	kotol
242	TZELTAL_BACHAJON	all	spisil
243	CHONTAL_TABASCO	all	upete
244	CHORTI	all	tunor
245	ITZAJ	all	lah
246	MOPAN	all	tulakal
247	MAYA_YUCATAN	all	lah
248	LACANDON	all	puriʔ
249	HUASTEC	many	jan
250	CHICOMUCELTEC	many	jan
251	TOJOLABAL	many	xel
252	CHUJ	many	niwan
253	MOCHO	many	kʼehan
254	JACALTEC	many	t͡setkʼa
255	QANJOBAL_SANTA_EULALIA	many	ʃiwil
256	ACATECO_SAN_MIGUEL_ACATAN	many	miman_taʃ
257	IXIL_CHAJUL	many	nim
258	AGUACATEC	many	alaʔ
259	TECO_TECTITAN	many	nim
260	MAM_NORTHERN	many	nimku
261	SIPAKAPENSE	many	kʼij
262	SACAPULTECO_SACAPULAS_CENTRO	many	kʼij
263	CENTRAL_QUICHE	many	kʼi
264	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	many	kʼij
265	TZUTUJIL_SAN_JUAN_LA_LAGUNA	many	kʼij
266	POQOMCHI_WESTERN	many	kʼih
267	POCOMAM_EASTERN	many	konɡan
268	USPANTEKO	many	kʼi
269	EASTERN_KEKCHI_CAHABON	many	nabʼal
270	ZINACANTAN_TZOTZIL	many	ep
271	TZELTAL_BACHAJON	many	bajel
272	CHOL_TUMBALA	many	bakʼəl
273	CHONTAL_TABASCO	many	kʼen
274	CHORTI	many	impʼon
275	ITZAJ	many	jab
276	MOPAN	many	jab
277	MAYA_YUCATAN	many	jaʔabʼ
278	LACANDON	many	jab
279	HUASTEC	one	hun
280	CHICOMUCELTEC	one	hun
281	TOJOLABAL	one	xune
282	CHUJ	one	xun
283	MOCHO	one	hun
284	JACALTEC	one	hun
285	QANJOBAL_SANTA_EULALIA	one	xun
286	ACATECO_SAN_MIGUEL_ACATAN	one	hun
287	IXIL_CHAJUL	one	wal
288	AGUACATEC	one	xun
289	TECO_TECTITAN	one	xun
290	MAM_NORTHERN	one	xun
291	SIPAKAPENSE	one	xun
292	SACAPULTECO_SACAPULAS_CENTRO	one	xun
293	CENTRAL_QUICHE	one	xun
294	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	one	xun
295	TZUTUJIL_SAN_JUAN_LA_LAGUNA	one	xun
296	POQOMCHI_WESTERN	one	xinax
297	POCOMAM_EASTERN	one	xanax
298	USPANTEKO	one	xun
299	EASTERN_KEKCHI_CAHABON	one	xun
300	ZINACANTAN_TZOTZIL	one	hun
301	TZELTAL_BACHAJON	one	xun
302	CHOL_TUMBALA	one	xum
303	CHONTAL_TABASCO	one	un
304	CHORTI	one	in
305	ITZAJ	one	hun
306	MOPAN	one	xuntul
307	MAYA_YUCATAN	one	hun
308	LACANDON	one	turiʔ
309	HUASTEC	two	t͡sab
310	CHICOMUCELTEC	two	t͡ʃateew
311	TOJOLABAL	two	t͡ʃabʼ
312	CHUJ	two	t͡ʃaʔab
313	MOCHO	two	kabʼ
314	JACALTEC	two	kap
315	QANJOBAL_SANTA_EULALIA	two	kabʼ
316	ACATECO_SAN_MIGUEL_ACATAN	two	kabʼ
317	IXIL_CHAJUL	two	kawal
318	AGUACATEC	two	kob
319	TECO_TECTITAN	two	kabʼe
320	MAM_NORTHERN	two	kab
321	SIPAKAPENSE	two	kʼʲebʼ
322	SACAPULTECO_SACAPULAS_CENTRO	two	kiʔabʼ
323	CENTRAL_QUICHE	two	kiebʼ
324	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	two	kaʔiʔ
325	TZUTUJIL_SAN_JUAN_LA_LAGUNA	two	kaʔiʔ
326	POQOMCHI_WESTERN	two	kibʼ
327	POCOMAM_EASTERN	two	kiʔimʔ
328	USPANTEKO	two	kibʼ
329	EASTERN_KEKCHI_CAHABON	two	kaʔibʼ
330	ZINACANTAN_TZOTZIL	two	t͡ʃaʔ
331	TZELTAL_BACHAJON	two	t͡ʃeb
332	CHOL_TUMBALA	two	t͡ʃaʔ
333	CHONTAL_TABASCO	two	t͡ʃaʔ
334	CHORTI	two	t͡ʃaʔ
335	ITZAJ	two	ka
336	MOPAN	two	kaʔtul
337	MAYA_YUCATAN	two	kaʔa
338	LACANDON	two	kaʔ
339	HUASTEC	long	nakat
340	CHICOMUCELTEC	long	nakat
341	TOJOLABAL	long	naxat
342	CHUJ	long	nat
343	MOCHO	long	man
344	JACALTEC	long	nahata
345	QANJOBAL_SANTA_EULALIA	long	ʃoqan
346	ACATECO_SAN_MIGUEL_ACATAN	long	hoxan
347	IXIL_CHAJUL	long	nim_toq
348	AGUACATEC	long	nim_tqanil
349	TECO_TECTITAN	long	nim_toq
350	MAM_NORTHERN	long	ʃʲukbi
351	SIPAKAPENSE	long	nim_raqan
352	SACAPULTECO_SACAPULAS_CENTRO	long	joqajik
353	CENTRAL_QUICHE	long	nim
354	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	long	tix_raqan
355	TZUTUJIL_SAN_JUAN_LA_LAGUNA	long	nim_raqan
356	POQOMCHI_WESTERN	long	nimroq
357	POCOMAM_EASTERN	long	nim_ruaq
358	USPANTEKO	long	nim_raqan
359	EASTERN_KEKCHI_CAHABON	long	nim_roq
360	ZINACANTAN_TZOTZIL	long	bit͡sbit͡s
361	TZELTAL_BACHAJON	long	nat
362	CHOL_TUMBALA	long	tam
363	CHONTAL_TABASCO	long	tam
364	CHORTI	long	innat
365	ITZAJ	long	t͡ʃawak
366	MOPAN	long	t͡ʃawak
367	MAYA_YUCATAN	long	t͡ʃowak
368	LACANDON	long	t͡ʃuwak
369	HUASTEC	woman	uʃum
370	CHICOMUCELTEC	woman	uʃum
371	TOJOLABAL	woman	iʃuk
372	CHUJ	woman	iʃ
373	MOCHO	woman	iʃoq
374	JACALTEC	woman	iʃ
375	QANJOBAL_SANTA_EULALIA	woman	iʃ
376	ACATECO_SAN_MIGUEL_ACATAN	woman	iʃ
377	IXIL_CHAJUL	woman	iʃoq
378	AGUACATEC	woman	ʃnan
379	TECO_TECTITAN	woman	ʃux
380	MAM_NORTHERN	woman	ʃux
381	SIPAKAPENSE	woman	iʃaq
382	SACAPULTECO_SACAPULAS_CENTRO	woman	iʃaq
383	CENTRAL_QUICHE	woman	iʃoq
384	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	woman	iʃoq
385	TZUTUJIL_SAN_JUAN_LA_LAGUNA	woman	iʃoq
386	POQOMCHI_WESTERN	woman	ʃoq
387	POCOMAM_EASTERN	woman	iʃoq
388	EASTERN_KEKCHI_CAHABON	woman	iʃq
389	ZINACANTAN_TZOTZIL	woman	ant͡s
390	TZELTAL_BACHAJON	woman	ant͡s
391	CHOL_TUMBALA	woman	ʃiʃik
392	CHONTAL_TABASCO	woman	iʃik
393	CHORTI	woman	iʃik
394	ITZAJ	woman	iʃt͡ʃʼup
395	MOPAN	woman	iʃt͡ʃʼup
396	MAYA_YUCATAN	woman	ʃt͡ʃʼup
397	LACANDON	woman	ʃkik
398	HUASTEC	man	inik
399	CHICOMUCELTEC	man	inikkimalom
400	TOJOLABAL	man	winik
401	CHUJ	man	winak
402	MOCHO	man	winaq
403	JACALTEC	man	nax
404	QANJOBAL_SANTA_EULALIA	man	winaq
405	ACATECO_SAN_MIGUEL_ACATAN	man	winax
406	IXIL_CHAJUL	man	winaq
407	AGUACATEC	man	jax
408	TECO_TECTITAN	man	it͡ʃan
409	MAM_NORTHERN	man	ʃinaq
410	SIPAKAPENSE	man	at͡ʃi
411	SACAPULTECO_SACAPULAS_CENTRO	man	at͡ʃiŋ
412	CENTRAL_QUICHE	man	at͡ʃi
413	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	man	at͡ʃin
414	TZUTUJIL_SAN_JUAN_LA_LAGUNA	man	at͡ʃi
415	POQOMCHI_WESTERN	man	winaq
416	POCOMAM_EASTERN	man	imas
417	USPANTEKO	man	wanaq
418	EASTERN_KEKCHI_CAHABON	man	winq
419	ZINACANTAN_TZOTZIL	man	vinik
420	TZELTAL_BACHAJON	man	winik
421	CHOL_TUMBALA	man	winik
422	CHONTAL_TABASCO	man	winik
423	CHORTI	man	winik
424	ITZAJ	man	winik
425	MOPAN	man	winik
426	MAYA_YUCATAN	man	ʃibʼ
427	LACANDON	man	ʃib
428	HUASTEC	person	tenek
429	CHICOMUCELTEC	person	inik
430	TOJOLABAL	person	wiⁿkil
431	MOCHO	person	winaq
432	IXIL_CHAJUL	person	xal
433	AGUACATEC	person	wunak
434	TECO_TECTITAN	person	ʃxal
435	MAM_NORTHERN	person	ʃxal
436	SIPAKAPENSE	person	wnaq
437	SACAPULTECO_SACAPULAS_CENTRO	person	wanaq
438	CENTRAL_QUICHE	person	winaq
439	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	person	winaq
440	TZUTUJIL_SAN_JUAN_LA_LAGUNA	person	winaq
441	POCOMAM_EASTERN	person	winaq
442	CHONTAL_TABASCO	person	winik
443	CHORTI	person	winikop
444	ITZAJ	person	mak
445	MAYA_YUCATAN	person	winik
446	LACANDON	person	winik
447	HUASTEC	fish	toʔol
448	CHICOMUCELTEC	fish	toʔol
449	TOJOLABAL	fish	t͡ʃaj
450	CHUJ	fish	t͡ʃaj
451	MOCHO	fish	kat͡ʃ
452	JACALTEC	fish	kaj
453	QANJOBAL_SANTA_EULALIA	fish	caj
454	ACATECO_SAN_MIGUEL_ACATAN	fish	caj
455	IXIL_CHAJUL	fish	caj
456	AGUACATEC	fish	kəj
457	TECO_TECTITAN	fish	moj
458	MAM_NORTHERN	fish	kʲiʃ
459	SIPAKAPENSE	fish	kar
460	SACAPULTECO_SACAPULAS_CENTRO	fish	kar
461	CENTRAL_QUICHE	fish	kər
462	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	fish	kar
463	TZUTUJIL_SAN_JUAN_LA_LAGUNA	fish	t͡ʃuʔ
464	POQOMCHI_WESTERN	fish	kar
465	POCOMAM_EASTERN	fish	kar
466	USPANTEKO	fish	kar
467	EASTERN_KEKCHI_CAHABON	fish	kar
468	ZINACANTAN_TZOTZIL	fish	t͡ʃoj
469	TZELTAL_BACHAJON	fish	t͡ʃaj
470	CHOL_TUMBALA	fish	t͡ʃəj
471	CHONTAL_TABASCO	fish	but͡ʃʼ
472	CHORTI	fish	t͡ʃaj
473	ITZAJ	fish	kəj
474	MOPAN	fish	t͡ʃʼilam
475	MAYA_YUCATAN	fish	kaj
476	LACANDON	fish	kəj
477	HUASTEC	dog	pikʼoʔ
478	CHICOMUCELTEC	dog	sul
479	TOJOLABAL	dog	t͡sʼiʔ
480	CHUJ	dog	t͡sʼiʔ
481	MOCHO	dog	t͡ʃʼiʔ
482	JACALTEC	dog	met͡ʃ_t͡sʼiʔ
483	QANJOBAL_SANTA_EULALIA	dog	cʼiʔ
484	ACATECO_SAN_MIGUEL_ACATAN	dog	cʼiʔ
485	IXIL_CHAJUL	dog	cʼiʔ
486	AGUACATEC	dog	t͡ʃʼiʔ
487	TECO_TECTITAN	dog	cʼijan
488	MAM_NORTHERN	dog	t͡ʃʼʲan
489	SIPAKAPENSE	dog	t͡sʼiʔ
490	SACAPULTECO_SACAPULAS_CENTRO	dog	t͡sʼeʔ
491	CENTRAL_QUICHE	dog	t͡sʼiʔ
492	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	dog	t͡sʼeʔ
493	TZUTUJIL_SAN_JUAN_LA_LAGUNA	dog	t͡sʼiʔ
494	POQOMCHI_WESTERN	dog	t͡sʼiʔ
495	POCOMAM_EASTERN	dog	t͡sʼi
496	USPANTEKO	dog	cʼiʔ
497	EASTERN_KEKCHI_CAHABON	dog	t͡ʃʼiʔ
498	ZINACANTAN_TZOTZIL	dog	t͡sʼiʔ
499	TZELTAL_BACHAJON	dog	t͡sʼiʔ
500	CHOL_TUMBALA	dog	t͡sʼiʔ
501	CHONTAL_TABASCO	dog	wit͡ʃuʔ
502	CHORTI	dog	t͡sʼiʔ
503	ITZAJ	dog	pekʼ
504	MOPAN	dog	pekʼ
505	MAYA_YUCATAN	dog	pekʼ
506	LACANDON	dog	pekʼ
507	HUASTEC	louse	ut͡sʼ
508	CHICOMUCELTEC	louse	ut͡ʃʼ
509	TOJOLABAL	louse	ukʼ
510	CHUJ	louse	ukʼ
511	MOCHO	louse	ukʼ
512	JACALTEC	louse	ukʼ
513	QANJOBAL_SANTA_EULALIA	louse	ukʼ
514	ACATECO_SAN_MIGUEL_ACATAN	louse	ukʼ
515	IXIL_CHAJUL	louse	ukʼ
516	AGUACATEC	louse	kʼuʃ
517	TECO_TECTITAN	louse	ukʼ
518	MAM_NORTHERN	louse	ʃqukʼ
519	SIPAKAPENSE	louse	squkʼ
520	SACAPULTECO_SACAPULAS_CENTRO	louse	okʼ
521	CENTRAL_QUICHE	louse	ukʼ
522	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	louse	ukʼ
523	TZUTUJIL_SAN_JUAN_LA_LAGUNA	louse	ukʼ
524	POQOMCHI_WESTERN	louse	ukʼ
525	POCOMAM_EASTERN	louse	ukʼ
526	USPANTEKO	louse	suqʼukʼ
527	EASTERN_KEKCHI_CAHABON	louse	ukʼ
528	ZINACANTAN_TZOTZIL	louse	ut͡ʃʼ
529	TZELTAL_BACHAJON	louse	ut͡ʃʼ
530	CHOL_TUMBALA	louse	ut͡ʃʼ
531	CHONTAL_TABASCO	louse	ut͡ʃʼ
532	CHORTI	louse	uʔt͡ʃ
533	ITZAJ	louse	ukʼ
534	MOPAN	louse	ukʼ
535	MAYA_YUCATAN	louse	ukʼ
536	LACANDON	louse	ukʼ
537	HUASTEC	tree	teʔ
538	CHICOMUCELTEC	tree	teʔ
539	TOJOLABAL	tree	teʔ
540	CHUJ	tree	teʔ
541	MOCHO	tree	teʔ
542	JACALTEC	tree	kʼeptax
543	QANJOBAL_SANTA_EULALIA	tree	teʔ
544	ACATECO_SAN_MIGUEL_ACATAN	tree	teʔ
545	IXIL_CHAJUL	tree	t͡seʔ
546	AGUACATEC	tree	t͡seʔ
547	TECO_TECTITAN	tree	t͡seʔ
548	MAM_NORTHERN	tree	t͡seʔ
549	SIPAKAPENSE	tree	t͡ʃeʔ
550	SACAPULTECO_SACAPULAS_CENTRO	tree	t͡ʃeʔ
551	CENTRAL_QUICHE	tree	t͡ʃeʔ
552	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	tree	t͡ʃeʔ
553	TZUTUJIL_SAN_JUAN_LA_LAGUNA	tree	t͡ʃeʔ
554	POQOMCHI_WESTERN	tree	t͡ʃeʔ
555	POCOMAM_EASTERN	tree	t͡ʃieʔ
556	USPANTEKO	tree	t͡ʃeʔ
557	EASTERN_KEKCHI_CAHABON	tree	t͡ʃeʔ
558	ZINACANTAN_TZOTZIL	tree	teʔ
559	TZELTAL_BACHAJON	tree	teʔ
560	CHOL_TUMBALA	tree	teʔ
561	CHONTAL_TABASCO	tree	teʔ
562	CHORTI	tree	teʔ
563	ITZAJ	tree	t͡ʃeʔ
564	MOPAN	tree	t͡ʃeʔ
565	MAYA_YUCATAN	tree	t͡ʃeʔ
566	LACANDON	tree	t͡ʃeʔ
567	TOJOLABAL	seed	inat
568	CHUJ	seed	iŋat
569	MOCHO	seed	iŋat
570	JACALTEC	seed	iŋat
571	QANJOBAL_SANTA_EULALIA	seed	inat
572	IXIL_CHAJUL	seed	ija
573	AGUACATEC	seed	ix
574	TECO_TECTITAN	seed	ixax
575	MAM_NORTHERN	seed	ijax
576	SIPAKAPENSE	seed	ixaʔ
577	SACAPULTECO_SACAPULAS_CENTRO	seed	ixaʔ
578	CENTRAL_QUICHE	seed	ixaʔ
579	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	seed	ixat͡s
580	TZUTUJIL_SAN_JUAN_LA_LAGUNA	seed	ixat͡s
581	POQOMCHI_WESTERN	seed	ixaʔ
582	USPANTEKO	seed	fxax
583	EASTERN_KEKCHI_CAHABON	seed	ijax
584	ZINACANTAN_TZOTZIL	seed	bekʼ
585	CHOL_TUMBALA	seed	bəkʼ
586	CHONTAL_TABASCO	seed	bekʼ
587	CHORTI	seed	hinah
588	ITZAJ	seed	nekʼ
589	MAYA_YUCATAN	seed	nekʼ
590	LACANDON	seed	nekʼ
591	HUASTEC	leaf	ʃeklek
592	CHICOMUCELTEC	leaf	ʃekelteʔ
593	TOJOLABAL	leaf	spowil
594	CHUJ	leaf	ʃil_teʔ
595	MOCHO	leaf	ʃaq
596	JACALTEC	leaf	ʃax
597	QANJOBAL_SANTA_EULALIA	leaf	ʃaq
598	ACATECO_SAN_MIGUEL_ACATAN	leaf	ʃax_teʔ
