DOCULECT	iso_code	CONCEPT	global_id	local_id	ASJP	cogid	notes	IPA	ID
LAHU	lhu	sun	1343	72	mini	1		mini	68
XIDE	iii	sun	1343	72	hobu	3		hobu	69
DAFANG	yig	sun	1343	72	ndy$y	1		ⁿdʲj	70
NANJIANG	ywt	sun	1343	72	amux3	4		amuxə	71
LISU	lis	sun	1343	72	m3mi	1		məmi	72
NUSU	nuf	sun	1343	72	5ia	1		ɲia	73
ACHANG	acn	sun	1343	72	nimo	1	also: pui	nimo	74
NAXI	nbf	sun	1343	72	5ime	1		ɲime	75
BURMESE	mya	star	1430	74	kray	1		kraj	76
ZAIWA	atb	star	1430	74	ky~i	1		kʲi	77
AKHA	ahk	star	1430	74	agy~	1		aɡʲ	78
BIYUE	byo	star	1430	74	mici	1		mit͡si	79
MPI	mpz	star	1430	74	piki	1		piki	80
BISU	bzi	star	1430	74	3k3	1		əkə	81
JINO	jiu	star	1430	74	pu ki	1		pu ki	82
LAHU	lhu	star	1430	74	m37k3	1		məʔkə	83
XIDE	iii	star	1430	74	mc3	1		mt͡sə	84
DAFANG	yig	star	1430	74	camo	1		t͡samo	85
NANJIANG	ywt	star	1430	74	ce	1		t͡se	86
LISU	lis	star	1430	74	komaze	1		komaze	87
NUSU	nuf	star	1430	74	krelo	1		krelo	88
ACHANG	acn	star	1430	74	kh~Ze	1		kʰʒe	89
NAXI	nbf	star	1430	74	k3	1		kə	90
BURMESE	mya	one	1493	11	taT	1		tac	91
ZAIWA	atb	one	1493	11	Za	1		ʒa	92
AKHA	ahk	one	1493	11	tith~i	1		titʰi	93
BIYUE	byo	one	1493	11	th~3	1		tʰə	94
MPI	mpz	one	1493	11	th~37	3		tʰəʔ	95
BISU	bzi	one	1493	11	t3	1		tə	96
JINO	jiu	one	1493	11	th~i	1		tʰi	97
LAHU	lhu	one	1493	11	te	1		te	98
XIDE	iii	one	1493	11	ch~3	1		t͡sʰə	99
DAFANG	yig	one	1493	11	th~a	1		tʰa	100
NANJIANG	ywt	one	1493	11	Ch~3	1		t͡ʃʰə	101
LISU	lis	one	1493	11	th~i	1		tʰi	102
NUSU	nuf	one	1493	11	th~i	1		tʰi	103
ACHANG	acn	one	1493	11	ta	1		ta	104
NAXI	nbf	one	1493	11	d3	1		də	105
BURMESE	mya	two	1498	12	hnaT	1		hnac	106
AKHA	ahk	two	1498	12	ny~i	1		ⁿʲi	107
BIYUE	byo	two	1498	12	ne7	1		neʔ	108
MPI	mpz	two	1498	12	5i	1		ɲi	109
BISU	bzi	two	1498	12	ni	1		ni	110
JINO	jiu	two	1498	12	ni	1		ni	111
LAHU	lhu	two	1498	12	ni	1		ni	112
XIDE	iii	two	1498	12	5i	1		ɲi	113
DAFANG	yig	two	1498	12	5i	1		ɲi	114
LISU	lis	two	1498	12	5i	1		ɲi	115
ACHANG	acn	two	1498	12	s3k	3		sək	116
NAXI	nbf	two	1498	12	5i	1		ɲi	117
BURMESE	mya	stone	857	77	ky~auk	1		kʲauk	118
ZAIWA	atb	stone	857	77	luko7	1		lukoʔ	119
AKHA	ahk	stone	857	77	xh~alo	1		xʰalo	120
BIYUE	byo	stone	857	77	lv7mo	1		lvʔmo	121
MPI	mpz	stone	857	77	solo7	1		soloʔ	122
BISU	bzi	stone	857	77	loba	1		loba	123
JINO	jiu	stone	857	77	lo mo	1		lo mo	124
LAHU	lhu	stone	857	77	xap3	1		xapə	125
XIDE	iii	stone	857	77	luma	1		luma	126
DAFANG	yig	stone	857	77	lomo	1		lomo	127
NANJIANG	ywt	stone	857	77	kalo	1		kalo	128
LISU	lis	stone	857	77	loch~3	1		lot͡sʰə	129
NUSU	nuf	stone	857	77	lu7	1		luʔ	130
ACHANG	acn	stone	857	77	liNko7	1		liŋkoʔ	131
NAXI	nbf	stone	857	77	lvpa	1		lvpa	132
BURMESE	mya	skin	763	28	are	1		are	133
ZAIWA	atb	skin	763	28	Soku7	2		ʃokuʔ	134
AKHA	ahk	skin	763	28	baxo7	2		baxoʔ	135
BIYUE	byo	skin	763	28	oci	3		ot͡si	136
MPI	mpz	skin	763	28	okh~o	2		okʰo	137
BISU	bzi	skin	763	28	aNkho	2		aŋkho	138
JINO	jiu	skin	763	28	a kh~o	2		a kʰo	139
LAHU	lhu	skin	763	28	og3	3		oɡə	140
XIDE	iii	skin	763	28	ndy$iS3	3		ⁿdʲiʃə	141
DAFANG	yig	skin	763	28	ndy~i	3		ndʲi	142
NANJIANG	ywt	skin	763	28	d3Cu	3		dət͡ʃu	143
LISU	lis	skin	763	28	koji	3		kod͡ʒi	144
NUSU	nuf	skin	763	28	kh~uri	1		kʰuri	145
ACHANG	acn	skin	763	28	aZ3	1		aʒə	146
NAXI	nbf	skin	763	28	x3	1		xə	147
BURMESE	mya	fire	221	82	mi	1		mi	148
ZAIWA	atb	fire	221	82	my~3	1		mʲə	149
AKHA	ahk	fire	221	82	mica	1		mit͡sa	150
BIYUE	byo	fire	221	82	mico	1		mit͡so	151
MPI	mpz	fire	221	82	mi	1		mi	152
BISU	bzi	fire	221	82	bith~o	1		bitʰo	153
JINO	jiu	fire	221	82	mi	1		mi	154
LAHU	lhu	fire	221	82	ami	1		ami	155
XIDE	iii	fire	221	82	mtu	1		mtu	156
DAFANG	yig	fire	221	82	mto	1		mto	157
NANJIANG	ywt	fire	221	82	ato	3		ato	158
LISU	lis	fire	221	82	ato	3		ato	159
NUSU	nuf	fire	221	82	mi	1		mi	160
NAXI	nbf	fire	221	82	mi	1		mi	161
BURMESE	mya	fish	227	19	Na	1		ŋa	162
ZAIWA	atb	fish	227	19	Noco	1		ŋot͡so	163
AKHA	ahk	fish	227	19	Nasyh$a	1		ŋasʲʰa	164
BIYUE	byo	fish	227	19	Noso	1		ŋoso	165
MPI	mpz	fish	227	19	No	1		ŋo	166
BISU	bzi	fish	227	19	loNtE	2		loŋtɛ	167
JINO	jiu	fish	227	19	Nh~o So	1		ŋʰo ʃo	168
LAHU	lhu	fish	227	19	Na	1		ŋa	169
XIDE	iii	fish	227	19	h3	1		hə	170
DAFANG	yig	fish	227	19	No	1		ŋo	171
LISU	lis	fish	227	19	Nua	1		ŋua	172
NUSU	nuf	fish	227	19	Na	1		ŋa	173
ACHANG	acn	fish	227	19	NaSua	1		ŋaʃua	174
BURMESE	mya	dog	2009	21	khw$e	1		kʰʷe	175
ZAIWA	atb	dog	2009	21	kh~ui	1		kʰui	176
AKHA	ahk	dog	2009	21	a7khy$	1		aʔkʰʲ	177
BIYUE	byo	dog	2009	21	kh~3	1		kʰə	178
MPI	mpz	dog	2009	21	kh~3	1		kʰə	179
BISU	bzi	dog	2009	21	kh~3	1		kʰə	180
JINO	jiu	dog	2009	21	kh~3 yo	1		kʰə jo	181
LAHU	lhu	dog	2009	21	ph~3	1		pʰə	182
XIDE	iii	dog	2009	21	kh~3	1		kʰə	183
DAFANG	yig	dog	2009	21	ch~y	1		t͡sʰj	184
NANJIANG	ywt	dog	2009	21	akh~3	1		akʰə	185
LISU	lis	dog	2009	21	ana	2		ana	186
NUSU	nuf	dog	2009	21	kh~ui	1		kʰui	187
ACHANG	acn	dog	2009	21	xui	1		xui	188
NAXI	nbf	dog	2009	21	kh~3	1		kʰə	189
BURMESE	mya	louse	1392	22	san	1		san	190
ZAIWA	atb	louse	1392	22	Sin	1		ʃin	191
AKHA	ahk	louse	1392	22	sh~Emo	1		sʰɛmo	192
BIYUE	byo	louse	1392	22	seph~v	1		sepʰv	193
MPI	mpz	louse	1392	22	se	1		se	194
BISU	bzi	louse	1392	22	hmoN	1		hmoŋ	195
JINO	jiu	louse	1392	22	Si ph~ru	1		ʃi pʰru	196
LAHU	lhu	louse	1392	22	se	1		se	197
XIDE	iii	louse	1392	22	ch~oS3	1		t͡sʰoʃə	198
DAFANG	yig	louse	1392	22	simo	1		simo	199
NANJIANG	ywt	louse	1392	22	si	1		si	200
LISU	lis	louse	1392	22	x3	1		xə	201
NUSU	nuf	louse	1392	22	Sa	1		ʃa	202
ACHANG	acn	louse	1392	22	San	1		ʃan	203
NAXI	nbf	louse	1392	22	Su	1		ʃu	204
BURMESE	mya	tree	906	23	satpaN	1		satpaŋ	205
ZAIWA	atb	tree	906	23	sik	1		sik	206
AKHA	ahk	tree	906	23	abo	3		abo	207
BIYUE	byo	tree	906	23	s3c3	1		sət͡sə	208
MPI	mpz	tree	906	23	sot3	1		sotə	209
BISU	bzi	tree	906	23	c3Nc3N	2		t͡səŋt͡səŋ	210
JINO	jiu	tree	906	23	a c3	2		a t͡sə	211
LAHU	lhu	tree	906	23	s37	1		səʔ	212
XIDE	iii	tree	906	23	s3bo	1		səbo	213
DAFANG	yig	tree	906	23	se	1		se	214
NANJIANG	ywt	tree	906	23	s3c37	1		sət͡səʔ	215
LISU	lis	tree	906	23	s3c3	1		sət͡sə	216
NUSU	nuf	tree	906	23	sic3*	1		sit͡sə̃	217
ACHANG	acn	tree	906	23	saNceN	1		saŋt͡seŋ	218
NAXI	nbf	tree	906	23	nc~3r	1		ⁿt͡sər	219
BURMESE	mya	leaf	628	25	saTrw~ak	1		sacrʷak	220
ZAIWA	atb	leaf	628	25	axa7	1		axaʔ	221
AKHA	ahk	leaf	628	25	apa	2		apa	222
BIYUE	byo	leaf	628	25	aph~a7	2		apʰaʔ	223
MPI	mpz	leaf	628	25	oph~a7	2		opʰaʔ	224
BISU	bzi	leaf	628	25	aNph~a	2		aŋpʰa	225
JINO	jiu	leaf	628	25	a ph~a	2		a pʰa	226
LAHU	lhu	leaf	628	25	oph~a7	2		opʰaʔ	227
XIDE	iii	leaf	628	25	ch~ich~i	3		t͡sʰit͡sʰi	228
DAFANG	yig	leaf	628	25	seth~u	4		setʰu	229
NANJIANG	ywt	leaf	628	25	s3ph~i7	2		səpʰiʔ	230
LISU	lis	leaf	628	25	eph~ia	2		epʰia	231
NUSU	nuf	leaf	628	25	ph~aLa	2		pʰaʟa	232
ACHANG	acn	leaf	628	25	axro7	1		axroʔ	233
NAXI	nbf	leaf	628	25	ph~i3	2		pʰiə	234
BURMESE	mya	night	1233	92	5a	1		ɲa	235
ZAIWA	atb	night	1233	92	my~inle	1		mʲinle	236
AKHA	ahk	night	1233	92	u7ty~i7	1		uʔtʲiʔ	237
BIYUE	byo	night	1233	92	mekh~e7	1		mekʰeʔ	238
MPI	mpz	night	1233	92	uNkhw$i7	1		uŋkʰʷiʔ	239
BISU	bzi	night	1233	92	muNkh~i	1		muŋkʰi	240
JINO	jiu	night	1233	92	mh~e kh~a	1		mʰe kʰa	241
LAHU	lhu	night	1233	92	takh~3	1		takʰə	242
XIDE	iii	night	1233	92	kh~3th~3mo	1		kʰətʰəmo	243
DAFANG	yig	night	1233	92	s3piha	1		səpiha	244
NANJIANG	ywt	night	1233	92	mikh~3si	1		mikʰəsi	245
LISU	lis	night	1233	92	sakh~ua	1		sakʰua	246
NUSU	nuf	night	1233	92	suana	1		suana	247
ACHANG	acn	night	1233	92	nich~ot	1		nit͡sʰot	248
NAXI	nbf	night	1233	92	mvkh~v	1		mvkʰv	249
BURMESE	mya	blood	946	30	sw~e	1		sʷe	250
ZAIWA	atb	blood	946	30	sui	1		sui	251
AKHA	ahk	blood	946	30	sy~hi	1		sʲhi	252
BIYUE	byo	blood	946	30	osi	1		osi	253
MPI	mpz	blood	946	30	si	1		si	254
BISU	bzi	blood	946	30	Si	1		ʃi	255
JINO	jiu	blood	946	30	Si	1		ʃi	256
LAHU	lhu	blood	946	30	os3	1		osə	257
XIDE	iii	blood	946	30	s3	1		sə	258
DAFANG	yig	blood	946	30	si	1		si	259
NANJIANG	ywt	blood	946	30	s3	1		sə	260
LISU	lis	blood	946	30	s3	1		sə	261
NUSU	nuf	blood	946	30	sui	1		sui	262
ACHANG	acn	blood	946	30	sui	1		sui	263
NAXI	nbf	blood	946	30	sa	1		sa	264
BURMESE	mya	full	1429	95	pra5	1		praɲ	265
ZAIWA	atb	full	1429	95	py~iN	1		pʲiŋ	266
BIYUE	byo	full	1429	95	p3	1		pə	267
MPI	mpz	full	1429	95	py~3	1		pʲə	268
BISU	bzi	full	1429	95	aNpl3N	1		aŋpləŋ	269
JINO	jiu	full	1429	95	pr3	1		prə	270
LAHU	lhu	full	1429	95	b3	1		bə	271
XIDE	iii	full	1429	95	dy~i	1		dʲi	272
DAFANG	yig	full	1429	95	die	1		die	273
NANJIANG	ywt	full	1429	95	c3	2		t͡sə	274
LISU	lis	full	1429	95	bile	1		bile	275
NUSU	nuf	full	1429	95	b3*	1		bə̃	276
ACHANG	acn	full	1429	95	pZ3N	1		pʒəŋ	277
NAXI	nbf	full	1429	95	S3r	3		ʃər	278
BURMESE	mya	new	1231	96	sat	1		sat	279
ZAIWA	atb	new	1231	96	asik	1		asik	280
AKHA	ahk	new	1231	96	sjy7	1		sd͡ʒjʔ	281
BIYUE	byo	new	1231	96	as3	1		asə	282
MPI	mpz	new	1231	96	s37	1		səʔ	283
BISU	bzi	new	1231	96	aNS3	2		aŋʃə	284
JINO	jiu	new	1231	96	Si	1		ʃi	285
LAHU	lhu	new	1231	96	os3	3		osə	286
XIDE	iii	new	1231	96	aS37	1		aʃəʔ	287
DAFANG	yig	new	1231	96	xe	1		xe	288
NANJIANG	ywt	new	1231	96	x37	1		xəʔ	289
LISU	lis	new	1231	96	eS3	1		eʃə	290
NUSU	nuf	new	1231	96	dy~o	1		dʲo	291
ACHANG	acn	new	1231	96	S3k	1		ʃək	292
NAXI	nbf	new	1231	96	S3	3		ʃə	293
BURMESE	mya	we	1212	3	kyw$antautui	1		kʲʷantautui	294
ZAIWA	atb	we	1212	3	Namo	2		ŋamo	295
BIYUE	byo	we	1212	3	Nov	3		ŋov	296
BISU	bzi	we	1212	3	gu	3		ɡu	297
JINO	jiu	we	1212	3	Na vu	3		ŋa vu	298
LAHU	lhu	we	1212	3	Nax3	3		ŋaxə	299
XIDE	iii	we	1212	3	Noxo	3		ŋoxo	300
DAFANG	yig	we	1212	3	Nox3	3		ŋoxə	301
LISU	lis	we	1212	3	Nuanu	5		ŋuanu	302
NUSU	nuf	we	1212	3	Nad3	1		ŋadə	303
ACHANG	acn	we	1212	3	Notu7	1		ŋotuʔ	304
NAXI	nbf	we	1212	3	N3Ng3	6		ŋəŋɡə	305
BURMESE	mya	horn	1393	34	khy$ui	1		kʰʲui	306
ZAIWA	atb	horn	1393	34	khy$ui	1		kʰʲui	307
AKHA	ahk	horn	1393	34	u7ty~e	1		uʔtʲe	308
BIYUE	byo	horn	1393	34	vch~i	1		vt͡sʰi	309
MPI	mpz	horn	1393	34	Nkh~ui	1		ŋkʰui	310
BISU	bzi	horn	1393	34	aNkhy$aw	1		aŋkʰʲaw	311
JINO	jiu	horn	1393	34	vu kh~i	1		vu kʰi	312
LAHU	lhu	horn	1393	34	kh~o	1		kʰo	313
XIDE	iii	horn	1393	34	ofu	2		ofu	314
DAFANG	yig	horn	1393	34	och~i	1		ot͡sʰi	315
NANJIANG	ywt	horn	1393	34	kh~u	1		kʰu	316
LISU	lis	horn	1393	34	oCh~3	1		ot͡ʃʰə	317
NUSU	nuf	horn	1393	34	kh~r3a	1		kʰrəa	318
ACHANG	acn	horn	1393	34	kh~Zau	1		kʰʒau	319
NAXI	nbf	horn	1393	34	kh~o	1		kʰo	320
BURMESE	mya	name	1405	100	ama5	1		amaɲ	321
ZAIWA	atb	name	1405	100	ny~iN	1		ⁿʲiŋ	322
AKHA	ahk	name	1405	100	tyh$Emy~aN	1		tʲʰɛmʲaŋ	323
BIYUE	byo	name	1405	100	omi	1		omi	324
MPI	mpz	name	1405	100	mmi	1		mmi	325
BISU	bzi	name	1405	100	aNhmEN	1		aŋhmɛŋ	326
JINO	jiu	name	1405	100	a mh~e	1		a mʰe	327
LAHU	lhu	name	1405	100	omE	1		omɛ	328
XIDE	iii	name	1405	100	hmi	1		hmi	329
DAFANG	yig	name	1405	100	mie	1		mie	330
NANJIANG	ywt	name	1405	100	mi*c3	1		mĩt͡sə	331
LISU	lis	name	1405	100	emi	1		emi	332
NUSU	nuf	name	1405	100	hme*	1		hmẽ	333
ACHANG	acn	name	1405	100	a5iN	1		aɲiŋ	334
NAXI	nbf	name	1405	100	mi	1		mi	335
BURMESE	mya	ear	1247	39	na	1		na	336
ZAIWA	atb	ear	1247	39	nophy$o	1		nopʰʲo	337
AKHA	ahk	ear	1247	39	nabo	1		nabo	338
BIYUE	byo	ear	1247	39	nopu	1		nopu	339
MPI	mpz	ear	1247	39	mph~a	2		mpʰa	340
BISU	bzi	ear	1247	39	nas3N	1		nasəŋ	341
JINO	jiu	ear	1247	39	nh~a kh~o	1		ⁿʰa kʰo	342
LAHU	lhu	ear	1247	39	napo	1		napo	343
XIDE	iii	ear	1247	39	hn3po	1		hnəpo	344
DAFANG	yig	ear	1247	39	lopo	2		lopo	345
NANJIANG	ywt	ear	1247	39	napu	1		napu	346
LISU	lis	ear	1247	39	nopo	1		nopo	347
NUSU	nuf	ear	1247	39	hnash~3*	1		hnasʰə̃	348
ACHANG	acn	ear	1247	39	niCua	1		nit͡ʃua	349
NAXI	nbf	ear	1247	39	xEc3	3		xɛt͡sə	350
BURMESE	mya	eye	1248	40	my~akTi	1		mʲakci	351
ZAIWA	atb	eye	1248	40	my~oCi	1		mʲot͡ʃi	352
AKHA	ahk	eye	1248	40	my~any~7	1		mʲaⁿʲʔ	353
BIYUE	byo	eye	1248	40	mac37	1		mat͡səʔ	354
MPI	mpz	eye	1248	40	5ch~o	2		ɲt͡sʰo	355
BISU	bzi	eye	1248	40	mEn3	1		mɛnə	356
JINO	jiu	eye	1248	40	my~a ci	1		mʲa t͡si	357
LAHU	lhu	eye	1248	40	mesi	1		mesi	358
XIDE	iii	eye	1248	40	5oc3	1		ɲot͡sə	359
DAFANG	yig	eye	1248	40	nadu	1		nadu	360
NANJIANG	ywt	eye	1248	40	mise	1		mise	361
LISU	lis	eye	1248	40	miEs3	1		miɛsə	362
NUSU	nuf	eye	1248	40	miady~i	1		miadʲi	363
ACHANG	acn	eye	1248	40	5oci7	1		ɲot͡siʔ	364
NAXI	nbf	eye	1248	40	mi3lv	1		miəlv	365
BURMESE	mya	nose	1221	41	hnakh~auN	1		hnakʰauŋ	366
ZAIWA	atb	nose	1221	41	no7	2		noʔ	367
AKHA	ahk	nose	1221	41	namE	1		namɛ	368
BIYUE	byo	nose	1221	41	name	1		name	369
MPI	mpz	nose	1221	41	Nkh~oN	1		ŋkʰoŋ	370
BISU	bzi	nose	1221	41	nakh~aN	1		nakʰaŋ	371
JINO	jiu	nose	1221	41	nh~o to	1		ⁿʰo to	372
LAHU	lhu	nose	1221	41	naqh~o	1		naqʰo	373
XIDE	iii	nose	1221	41	hnabi	2		hnabi	374
DAFANG	yig	nose	1221	41	nomo	1		nomo	375
NANJIANG	ywt	nose	1221	41	nokh~u	1		nokʰu	376
LISU	lis	nose	1221	41	nakh~u	1		nakʰu	377
NUSU	nuf	nose	1221	41	hnaka*	1		hnakã	378
ACHANG	acn	nose	1221	41	nixoN	1		nixoŋ	379
NAXI	nbf	nose	1221	41	5im3r	1		ɲimər	380
BURMESE	mya	tooth	1380	43	sw~a	1		sʷa	381
ZAIWA	atb	tooth	1380	43	cui	2		t͡sui	382
AKHA	ahk	tooth	1380	43	sh~3	1		sʰə	383
BIYUE	byo	tooth	1380	43	oc3	2		ot͡sə	384
MPI	mpz	tooth	1380	43	oso	1	also: c3	oso	385
BISU	bzi	tooth	1380	43	soph~e	1		sopʰe	386
JINO	jiu	tooth	1380	43	Cy~i	2		t͡ʃʲi	387
LAHU	lhu	tooth	1380	43	ci	2		t͡si	388
XIDE	iii	tooth	1380	43	j3	2		d͡ʒə	389
DAFANG	yig	tooth	1380	43	c3mo	2		t͡səmo	390
NANJIANG	ywt	tooth	1380	43	sy	2		sj	391
LISU	lis	tooth	1380	43	s3Ch~i	2		sət͡ʃʰi	392
NUSU	nuf	tooth	1380	43	sh~ua	1		sʰua	393
ACHANG	acn	tooth	1380	43	coi	2		t͡soi	394
NAXI	nbf	tooth	1380	43	x3	1		xə	395
BURMESE	mya	tongue	1205	44	hly~a	1		hlʲa	396
ZAIWA	atb	tongue	1205	44	So	1		ʃo	397
AKHA	ahk	tongue	1205	44	mela	1		mela	398
BIYUE	byo	tongue	1205	44	ala	1		ala	399
MPI	mpz	tongue	1205	44	olo	1		olo	400
BISU	bzi	tongue	1205	44	manhla	1		manhla	401
JINO	jiu	tongue	1205	44	a Lo	1		a ʟo	402
LAHU	lhu	tongue	1205	44	xate	1		xate	403
XIDE	iii	tongue	1205	44	hane	1		hane	404
DAFANG	yig	tongue	1205	44	Lo	1		ʟo	405
NANJIANG	ywt	tongue	1205	44	la	1		la	406
LISU	lis	tongue	1205	44	laCh~3	1		lat͡ʃʰə	407
NUSU	nuf	tongue	1205	44	fra	1		fra	408
ACHANG	acn	tongue	1205	44	so	1		so	409
BURMESE	mya	person	683	18	lu	1		lu	410
AKHA	ahk	person	683	18	ch~oha	1		t͡sʰoha	411
BIYUE	byo	person	683	18	ch~u	1		t͡sʰu	412
MPI	mpz	person	683	18	ch~oN	1		t͡sʰoŋ	413
BISU	bzi	person	683	18	ch~aN	1		t͡sʰaŋ	414
JINO	jiu	person	683	18	ch~3 zo	1		t͡sʰə zo	415
LAHU	lhu	person	683	18	ch~o	1		t͡sʰo	416
XIDE	iii	person	683	18	ch~o	1		t͡sʰo	417
DAFANG	yig	person	683	18	ch~o	1		t͡sʰo	418
NANJIANG	ywt	person	683	18	ch~u	1		t͡sʰu	419
LISU	lis	person	683	18	ch~oza	1		t͡sʰoza	420
NUSU	nuf	person	683	18	su	1		su	421
ACHANG	acn	person	683	18	Co	1		t͡ʃo	422
NAXI	nbf	person	683	18	si	1		si	423
BURMESE	mya	knee	1371	47	du	1		du	424
ZAIWA	atb	knee	1371	47	khy$iph~ut	2		kʰʲipʰut	425
AKHA	ahk	knee	1371	47	khy$cy~7	5		kʰʲt͡sʲʔ	426
MPI	mpz	knee	1371	47	NkoN	4		ŋkoŋ	427
BISU	bzi	knee	1371	47	pato	1		pato	428
JINO	jiu	knee	1371	47	ph~3	2		pʰə	429
LAHU	lhu	knee	1371	47	kh~3c3qi	4		kʰət͡səqi	430
XIDE	iii	knee	1371	47	baT37	5		bacəʔ	431
ACHANG	acn	knee	1371	47	ch~i5o7	5		t͡sʰiɲoʔ	432
BURMESE	mya	hand	1277	48	lak	1		lak	433
ZAIWA	atb	hand	1277	48	lo7	1		loʔ	434
AKHA	ahk	hand	1277	48	la7	1		laʔ	435
BIYUE	byo	hand	1277	48	ala7	1		alaʔ	436
MPI	mpz	hand	1277	48	loph~u	1		lopʰu	437
BISU	bzi	hand	1277	48	lapo	1		lapo	438
JINO	jiu	hand	1277	48	la pu	1		la pu	439
LAHU	lhu	hand	1277	48	la7sE	1		laʔsɛ	440
XIDE	iii	hand	1277	48	lo	1		lo	441
DAFANG	yig	hand	1277	48	la	1		la	442
NANJIANG	ywt	hand	1277	48	liph~i7	1		lipʰiʔ	443
LISU	lis	hand	1277	48	lEph~E	1		lɛpʰɛ	444
NUSU	nuf	hand	1277	48	la7	1		laʔ	445
ACHANG	acn	hand	1277	48	lo7	1		loʔ	446
NAXI	nbf	hand	1277	48	lo	1		lo	447
BURMESE	mya	liver	1224	53	asa5	1		asaɲ	448
ZAIWA	atb	liver	1224	53	siN	1		siŋ	449
AKHA	ahk	liver	1224	53	sh~ach~aN	1		sʰat͡sʰaŋ	450
BIYUE	byo	liver	1224	53	och~3	1		ot͡sʰə	451
MPI	mpz	liver	1224	53	oth~3	2		otʰə	452
BISU	bzi	liver	1224	53	aNch~in	1		aŋt͡sʰin	453
JINO	jiu	liver	1224	53	a ch~3	1		a t͡sʰə	454
LAHU	lhu	liver	1224	53	ose	1		ose	455
XIDE	iii	liver	1224	53	si	1		si	456
